2.837390303611755371e-01,-7.356283664703369141e-01
-3.485890030860900879e-01,7.023200988769531250e-01
3.055044412612915039e-01,-6.922564506530761719e-01
2.905375361442565918e-01,-7.172556519508361816e-01
-3.027932941913604736e-01,6.553739309310913086e-01
3.210692107677459717e-01,-6.669213771820068359e-01
2.807370722293853760e-01,-7.070394158363342285e-01
3.225250840187072754e-01,-6.390779018402099609e-01
3.221476972103118896e-01,-6.643626093864440918e-01
3.618918359279632568e-01,-6.265302896499633789e-01
2.916691005229949951e-01,-5.992619991302490234e-01
-3.241545259952545166e-01,6.438917517662048340e-01
4.129343628883361816e-01,-6.852225065231323242e-01
-3.849945068359375000e-01,5.932736396789550781e-01
-3.473857045173645020e-01,6.735602617263793945e-01
-2.978307008743286133e-01,6.487149596214294434e-01
2.999258339405059814e-01,-6.618461012840270996e-01
-3.535979986190795898e-01,7.029915452003479004e-01
-2.703366875648498535e-01,6.508023738861083984e-01
2.718884050846099854e-01,-6.347684264183044434e-01
3.927380144596099854e-01,-7.582414150238037109e-01
-3.305976390838623047e-01,6.945337653160095215e-01
2.862993776798248291e-01,-6.441043615341186523e-01
2.769072353839874268e-01,-5.923463702201843262e-01
-3.189589381217956543e-01,7.077782154083251953e-01
-2.750683724880218506e-01,5.905484557151794434e-01
3.210218250751495361e-01,-7.172726988792419434e-01
4.204006195068359375e-01,-5.952082872390747070e-01
2.797856628894805908e-01,-6.254428625106811523e-01
-2.892239093780517578e-01,6.875301003456115723e-01
3.157335221767425537e-01,-7.378520965576171875e-01
3.666215240955352783e-01,-5.626994371414184570e-01
3.749986886978149414e-01,-6.143387556076049805e-01
-3.489950895309448242e-01,6.809096932411193848e-01
-3.418522477149963379e-01,6.606806516647338867e-01
-3.079678416252136230e-01,6.147648692131042480e-01
-2.947348654270172119e-01,6.329271197319030762e-01
3.966907560825347900e-01,-6.770241260528564453e-01
-3.188936412334442139e-01,6.841366887092590332e-01
2.949503958225250244e-01,-7.023786902427673340e-01
-2.901211977005004883e-01,6.976899504661560059e-01
-3.156308829784393311e-01,6.323097348213195801e-01
-3.119358718395233154e-01,5.616374611854553223e-01
-3.723312318325042725e-01,6.703067421913146973e-01
2.851018011569976807e-01,-6.308434605598449707e-01
-3.006482124328613281e-01,6.145322322845458984e-01
-3.538281917572021484e-01,6.169543266296386719e-01
3.516193330287933350e-01,-7.412335276603698730e-01
-2.891160249710083008e-01,6.260408759117126465e-01
-3.493020832538604736e-01,7.356687188148498535e-01
2.443428486585617065e-01,-7.240771651268005371e-01
3.656581938266754150e-01,-7.060516476631164551e-01
-3.589312732219696045e-01,6.651349067687988281e-01
-3.592705726623535156e-01,6.602116227149963379e-01
-3.382347822189331055e-01,6.324574351310729980e-01
2.935810685157775879e-01,-6.896713972091674805e-01
3.237390518188476562e-01,-6.233642101287841797e-01
-3.298203647136688232e-01,6.948943138122558594e-01
2.825120985507965088e-01,-6.820415258407592773e-01
3.434418737888336182e-01,-7.023943662643432617e-01
2.954344153404235840e-01,-6.640251874923706055e-01
3.498394191265106201e-01,-6.077587008476257324e-01
-2.925516068935394287e-01,6.112621426582336426e-01
3.163863718509674072e-01,-6.375275850296020508e-01
3.270209133625030518e-01,-6.138903498649597168e-01
3.217289745807647705e-01,-6.666874289512634277e-01
3.167819678783416748e-01,-6.168467402458190918e-01
3.811213076114654541e-01,-7.345185875892639160e-01
3.785395920276641846e-01,-6.341599822044372559e-01
-3.179790377616882324e-01,5.965804457664489746e-01
3.514888882637023926e-01,-5.982568860054016113e-01
-4.367847740650177002e-01,7.306395173072814941e-01
3.191113471984863281e-01,-5.854958295822143555e-01
-3.562950193881988525e-01,6.458088755607604980e-01
2.903314530849456787e-01,-6.827344894409179688e-01
-3.052201569080352783e-01,6.527423262596130371e-01
3.100741207599639893e-01,-6.795721650123596191e-01
-4.101201593875885010e-01,7.412248849868774414e-01
-3.380340933799743652e-01,6.422891020774841309e-01
-3.546392023563385010e-01,6.977983117103576660e-01
-3.362766504287719727e-01,6.680399775505065918e-01
2.294426262378692627e-01,-7.357841134071350098e-01
3.063206374645233154e-01,-6.044030189514160156e-01
2.782827019691467285e-01,-5.823910236358642578e-01
-3.892874419689178467e-01,6.645992994308471680e-01
3.334215581417083740e-01,-6.677695512771606445e-01
2.869769334793090820e-01,-6.649455428123474121e-01
-3.352711498737335205e-01,6.539028882980346680e-01
-4.383988082408905029e-01,7.374551296234130859e-01
3.024149835109710693e-01,-6.844714879989624023e-01
-3.610678613185882568e-01,6.757759451866149902e-01
3.115291595458984375e-01,-6.467952728271484375e-01
-3.316441774368286133e-01,7.072595357894897461e-01
3.971420228481292725e-01,-5.931333899497985840e-01
-3.460473418235778809e-01,6.164938211441040039e-01
3.576067984104156494e-01,-7.173674106597900391e-01
-2.934742271900177002e-01,6.930865049362182617e-01
3.020091950893402100e-01,-6.851611137390136719e-01
3.064521849155426025e-01,-6.186710000038146973e-01
-3.712697029113769531e-01,6.770188808441162109e-01
